,Date,Org Code,Org name,A&E attendances Type 1,Attendances over 4hrs Type 1,Month,Year
5274,2019-05-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,5809,558,05,2019
5275,2019-05-01,RWJ,STOCKPORT NHS FOUNDATION TRUST,8718,807,05,2019
5276,2019-05-01,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,7693,602,05,2019
5277,2019-05-01,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,7265,664,05,2019
5278,2019-05-01,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12244,363,05,2019
5279,2019-05-01,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,13617,427,05,2019
5280,2019-05-01,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,15346,1056,05,2019
5281,2019-05-01,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,9282,337,05,2019
5282,2019-05-01,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,31238,3616,05,2019
5283,2019-05-01,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10781,451,05,2019
5284,2019-05-01,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,9801,343,05,2019
5285,2019-05-01,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,19082,39,05,2019
5286,2019-05-01,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,10243,863,05,2019
5287,2019-05-01,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,12490,958,05,2019
5288,2019-05-01,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,13194,355,05,2019
5289,2019-05-01,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,12589,286,05,2019
5290,2019-05-01,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,9710,127,05,2019
5291,2019-05-01,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,8818,1036,05,2019
5292,2019-05-01,RA3,WESTON AREA HEALTH NHS TRUST,4529,254,05,2019
5293,2019-05-01,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,12073,399,05,2019
5294,2019-05-01,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,8223,130,05,2019
5295,2019-05-01,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,6866,1275,05,2019
5296,2019-05-01,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,21011,876,05,2019
5297,2019-05-01,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",7536,249,05,2019
5298,2019-05-01,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,9949,725,05,2019
5299,2019-05-01,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,17986,358,05,2019
5300,2019-05-01,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,7060,29,05,2019
5301,2019-05-01,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,4242,6,05,2019
5302,2019-05-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,5259,0,05,2019
5303,2019-11-01,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,13964,1287,11,2019
5304,2019-11-01,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,8654,594,11,2019
5305,2019-11-01,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,4723,4,11,2019
5306,2019-11-01,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,3822,206,11,2019
5307,2019-11-01,RLQ,WYE VALLEY NHS TRUST,5367,94,11,2019
5308,2019-11-01,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,13390,603,11,2019
5309,2019-11-01,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,8968,601,11,2019
5310,2019-11-01,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,5328,387,11,2019
5311,2019-11-01,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,5994,919,11,2019
5312,2019-11-01,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,6006,723,11,2019
5313,2019-11-01,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,8973,196,11,2019
5314,2019-11-01,RHU,PORTSMOUTH HOSPITALS NHS TRUST,10044,1239,11,2019
5315,2019-11-01,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10284,344,11,2019
5316,2019-11-01,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",5929,459,11,2019
5317,2019-11-01,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,5827,0,11,2019
5318,2019-11-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,7089,665,11,2019
5319,2019-11-01,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,17808,1327,11,2019
5320,2019-11-01,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,11221,181,11,2019
5321,2019-11-01,RJN,EAST CHESHIRE NHS TRUST,4032,123,11,2019
5322,2019-11-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6361,195,11,2019
5323,2019-11-01,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,10155,487,11,2019
5324,2019-11-01,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,6094,126,11,2019
5325,2019-11-01,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,6036,196,11,2019
5326,2019-11-01,RPA,MEDWAY NHS FOUNDATION TRUST,8294,924,11,2019
5327,2019-11-01,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,6850,798,11,2019
5328,2019-11-01,RJ2,LEWISHAM AND GREENWICH NHS TRUST,14347,1070,11,2019
5329,2019-11-01,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,7974,703,11,2019
5330,2019-11-01,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,12382,430,11,2019
5331,2019-11-01,RBK,WALSALL HEALTHCARE NHS TRUST,7047,348,11,2019
5332,2019-11-01,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,9343,752,11,2019
5333,2019-11-01,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,13091,377,11,2019
5334,2019-11-01,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,8861,705,11,2019
5335,2019-11-01,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,8178,272,11,2019
5336,2019-11-01,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,14244,997,11,2019
5337,2019-11-01,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,7651,209,11,2019
5338,2019-11-01,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,10867,1189,11,2019
5339,2019-11-01,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,5828,1,11,2019
5340,2019-11-01,RN7,DARTFORD AND GRAVESHAM NHS TRUST,10085,534,11,2019
5341,2019-11-01,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,10825,706,11,2019
5342,2019-11-01,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,10453,545,11,2019
5343,2019-11-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,6232,0,11,2019
5344,2019-11-01,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,9255,635,11,2019
5345,2019-11-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,6435,920,11,2019
5346,2019-11-01,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,20864,2134,11,2019
5347,2019-11-01,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,20307,230,11,2019
5348,2019-11-01,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,9022,48,11,2019
5349,2019-11-01,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,6898,185,11,2019
5350,2019-11-01,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,17943,1734,11,2019
5351,2019-11-01,RCF,AIREDALE NHS FOUNDATION TRUST,5217,142,11,2019
5352,2019-11-01,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,10156,369,11,2019
5353,2019-11-01,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,9363,0,11,2019
5354,2019-11-01,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,6456,36,11,2019
5355,2019-11-01,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,9360,723,11,2019
5356,2019-11-01,R1F,ISLE OF WIGHT NHS TRUST,3212,411,11,2019
5357,2019-11-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,9607,484,11,2019
5358,2019-11-01,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,6651,206,11,2019
5359,2019-11-01,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,9232,264,11,2019
5360,2019-11-01,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,10773,105,11,2019
5361,2019-11-01,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,8457,260,11,2019
5362,2019-11-01,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,10371,1283,11,2019
5363,2019-11-01,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,12443,1296,11,2019
5364,2019-11-01,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4328,4,11,2019
5365,2019-11-01,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,8621,327,11,2019
5366,2019-11-01,RNZ,SALISBURY NHS FOUNDATION TRUST,4331,246,11,2019
5367,2019-11-01,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,9971,322,11,2019
5368,2019-11-01,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,9622,623,11,2019
5369,2019-11-01,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,17334,1379,11,2019
5370,2019-11-01,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,14991,1302,11,2019
5371,2019-11-01,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,14178,857,11,2019
5372,2019-11-01,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,21501,1333,11,2019
5373,2019-11-01,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,12885,758,11,2019
5374,2019-11-01,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,13066,1097,11,2019
5375,2019-11-01,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,10583,686,11,2019
5376,2019-11-01,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",15442,88,11,2019
5377,2019-11-01,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,7645,527,11,2019
5378,2019-11-01,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,19948,146,11,2019
5379,2019-11-01,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,6382,63,11,2019
5380,2019-11-01,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,6320,98,11,2019
5381,2019-11-01,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,7665,951,11,2019
5382,2019-11-01,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,9360,537,11,2019
5383,2019-11-01,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,7866,329,11,2019
5384,2019-11-01,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",7506,896,11,2019
5385,2019-11-01,RVJ,NORTH BRISTOL NHS TRUST,7917,740,11,2019
5386,2019-11-01,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,15909,1397,11,2019
5387,2019-11-01,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,26502,1419,11,2019
5388,2019-11-01,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,10292,582,11,2019
5389,2019-11-01,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,12598,851,11,2019
5390,2019-11-01,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11092,1445,11,2019
5391,2019-11-01,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,12104,1555,11,2019
5392,2019-11-01,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,11384,860,11,2019
5393,2019-11-01,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,14038,842,11,2019
5394,2019-11-01,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,10664,698,11,2019
5395,2019-11-01,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,8367,469,11,2019
5396,2019-11-01,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,13484,402,11,2019
5397,2019-11-01,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,14244,170,11,2019
5398,2019-11-01,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,6477,578,11,2019
5399,2019-11-01,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,12862,224,11,2019
5400,2019-11-01,RJ6,CROYDON HEALTH SERVICES NHS TRUST,7608,841,11,2019
5401,2019-11-01,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12211,702,11,2019
5402,2019-11-01,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,13068,548,11,2019
5403,2019-11-01,RC1,BEDFORD HOSPITAL NHS TRUST,6314,85,11,2019
5404,2019-11-01,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,7102,981,11,2019
5405,2019-11-01,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,10571,398,11,2019
5406,2019-11-01,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,15930,1542,11,2019
5407,2019-11-01,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,8153,510,11,2019
5408,2019-11-01,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,12951,619,11,2019
5409,2019-11-01,RWJ,STOCKPORT NHS FOUNDATION TRUST,8893,1054,11,2019
5410,2019-11-01,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,23694,1628,11,2019
5411,2019-11-01,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,6436,64,11,2019
5412,2019-11-01,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,9920,1345,11,2019
5413,2019-11-01,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,7904,840,11,2019
5414,2019-11-01,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,4074,133,11,2019
5415,2019-11-01,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,31077,4809,11,2019
5416,2019-11-01,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,11990,1882,11,2019
5417,2019-11-01,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11860,527,11,2019
5418,2019-11-01,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,7671,608,11,2019
5419,2019-11-01,RMC,BOLTON NHS FOUNDATION TRUST,9900,524,11,2019
5420,2019-11-01,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,5972,806,11,2019
5421,2019-11-01,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,9426,1036,11,2019
5422,2019-11-01,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,12072,545,11,2019
5423,2019-11-01,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,9657,576,11,2019
5424,2019-11-01,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,4703,857,11,2019
5425,2019-11-01,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,10796,495,11,2019
5426,2019-11-01,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,14103,285,11,2019
5427,2019-11-01,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,7968,960,11,2019
5428,2019-11-01,RKE,WHITTINGTON HEALTH NHS TRUST,9372,324,11,2019
5429,2019-11-01,RA3,WESTON AREA HEALTH NHS TRUST,4094,446,11,2019
5430,2019-11-01,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,3987,13,11,2019
5431,2019-11-01,R1H,BARTS HEALTH NHS TRUST,27421,494,11,2019
5432,2019-11-01,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,18588,666,11,2019
5433,2019-11-01,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,16553,1715,11,2019
5434,2019-11-01,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,6222,1166,11,2019
5435,2020-11-01,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,10434,1939,11,2020
5436,2020-11-01,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,3040,470,11,2020
5437,2020-11-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,5779,1736,11,2020
5438,2020-11-01,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,2860,50,11,2020
5439,2020-11-01,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,4526,1445,11,2020
5440,2020-11-01,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,10168,1237,11,2020
5441,2020-11-01,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,14512,4928,11,2020
5442,2020-11-01,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,6516,1612,11,2020
5443,2020-11-01,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,7310,364,11,2020
5444,2020-11-01,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,7843,0,11,2020
5445,2020-11-01,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",10261,5476,11,2020
5446,2020-11-01,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,3319,365,11,2020
5447,2020-11-01,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,10578,2703,11,2020
5448,2020-11-01,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,10130,2964,11,2020
5449,2020-11-01,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,12208,0,11,2020
5450,2020-11-01,RLQ,WYE VALLEY NHS TRUST,4433,1175,11,2020
5451,2020-11-01,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,5248,1087,11,2020
5452,2020-11-01,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,9180,2206,11,2020
5453,2020-11-01,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,4907,2284,11,2020
5454,2020-11-01,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,5384,1315,11,2020
5455,2020-11-01,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,10005,0,11,2020
5456,2020-11-01,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,6442,0,11,2020
5457,2020-11-01,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,8645,2905,11,2020
5458,2020-11-01,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,12030,0,11,2020
5459,2020-11-01,RJ6,CROYDON HEALTH SERVICES NHS TRUST,9176,1703,11,2020
5460,2020-11-01,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,11638,3020,11,2020
5461,2020-11-01,RJN,EAST CHESHIRE NHS TRUST,3275,741,11,2020
5462,2020-11-01,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,6128,0,11,2020
5463,2020-11-01,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8466,2441,11,2020
5464,2020-11-01,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,5082,544,11,2020
5465,2020-11-01,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,7695,573,11,2020
5466,2020-11-01,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,6323,1460,11,2020
5467,2020-11-01,RNZ,SALISBURY NHS FOUNDATION TRUST,3331,450,11,2020
5468,2020-11-01,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,8358,927,11,2020
5469,2020-11-01,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,7562,1544,11,2020
5470,2020-11-01,RBK,WALSALL HEALTHCARE NHS TRUST,5706,1737,11,2020
5471,2020-11-01,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,4772,796,11,2020
5472,2020-11-01,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",5145,1305,11,2020
5473,2020-11-01,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,8239,2297,11,2020
5474,2020-11-01,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,13263,0,11,2020
5475,2020-11-01,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,12034,1118,11,2020
5476,2020-11-01,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,4021,928,11,2020
5477,2020-11-01,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,6878,549,11,2020
5478,2020-11-01,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,6083,1420,11,2020
5479,2020-11-01,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9984,735,11,2020
5480,2020-11-01,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,6288,2296,11,2020
5481,2020-11-01,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,8458,1991,11,2020
5482,2020-11-01,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,8321,2763,11,2020
5483,2020-11-01,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,4032,769,11,2020
5484,2020-11-01,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,3437,322,11,2020
5485,2020-11-01,R1F,ISLE OF WIGHT NHS TRUST,2291,536,11,2020
5486,2020-11-01,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,13780,2950,11,2020
5487,2020-11-01,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,10492,2290,11,2020
5488,2020-11-01,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,10635,2922,11,2020
5489,2020-11-01,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,11229,2922,11,2020
5490,2020-11-01,RN7,DARTFORD AND GRAVESHAM NHS TRUST,7803,915,11,2020
5491,2020-11-01,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,7439,0,11,2020
5492,2020-11-01,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,5374,1067,11,2020
5493,2020-11-01,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,16695,5052,11,2020
5494,2020-11-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,7676,2053,11,2020
5495,2020-11-01,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,4031,393,11,2020
5496,2020-11-01,RVJ,NORTH BRISTOL NHS TRUST,6425,1417,11,2020
5497,2020-11-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,3779,94,11,2020
5498,2020-11-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,5061,1167,11,2020
5499,2020-11-01,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,5187,0,11,2020
5500,2020-11-01,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,12487,0,11,2020
5501,2020-11-01,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,9181,1511,11,2020
5502,2020-11-01,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,10022,2544,11,2020
5503,2020-11-01,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,7935,1431,11,2020
5504,2020-11-01,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,8314,0,11,2020
5505,2020-11-01,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,5548,1511,11,2020
5506,2020-11-01,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,7402,2006,11,2020
5507,2020-11-01,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,3056,0,11,2020
5508,2020-11-01,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,3719,272,11,2020
5509,2020-11-01,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,24849,7914,11,2020
5510,2020-11-01,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,6987,1591,11,2020
5511,2020-11-01,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,8079,1151,11,2020
5512,2020-11-01,RJ2,LEWISHAM AND GREENWICH NHS TRUST,10611,1792,11,2020
5513,2020-11-01,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,8403,1619,11,2020
5514,2020-11-01,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,11215,1678,11,2020
5515,2020-11-01,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,22938,2874,11,2020
5516,2020-11-01,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,5529,1894,11,2020
5517,2020-11-01,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,14112,4031,11,2020
5518,2020-11-01,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,8077,556,11,2020
5519,2020-11-01,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,11639,5109,11,2020
5520,2020-11-01,RCF,AIREDALE NHS FOUNDATION TRUST,4056,660,11,2020
5521,2020-11-01,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,9722,1070,11,2020
